@PARENT
# Bounded-pending NWA: n=128 max pending, k=3 max wait time
# q0  : no pending requests
# q_i : some (pending_count, age_of_oldest) for i >= 1
# s   : violation (too many pending or some request waited >= k steps)
final: q0

r : 0, q222 -> s

# State q223: pending=75, oldest_age=0
o : 0, q223 -> q224
g : 0, q223 -> q0
r : 1, q223 -> q227   # Call child 1

# State q224: pending=75, oldest_age=1
o : 0, q224 -> q225
g : 0, q224 -> q0
r : 1, q224 -> q228   # Call child 1

# State q225: pending=75, oldest_age=2
o : 0, q225 -> s
g : 0, q225 -> q0
r : 0, q225 -> s

# State q226: pending=76, oldest_age=0
o : 0, q226 -> q227
g : 0, q226 -> q0
r : 1, q226 -> q230   # Call child 1

# State q227: pending=76, oldest_age=1
o : 0, q227 -> q228
g : 0, q227 -> q0
r : 1, q227 -> q231   # Call child 1

# State q228: pending=76, oldest_age=2
o : 0, q228 -> s
g : 0, q228 -> q0
r : 0, q228 -> s

# State q229: pending=77, oldest_age=0
o : 0, q229 -> q230
g : 0, q229 -> q0
r : 1, q229 -> q233   # Call child 1

# State q230: pending=77, oldest_age=1
o : 0, q230 -> q231
g : 0, q230 -> q0
r : 1, q230 -> q234   # Call child 1

# State q231: pending=77, oldest_age=2
o : 0, q231 -> s
g : 0, q231 -> q0
r : 0, q231 -> s

# State q232: pending=78, oldest_age=0
o : 0, q232 -> q233
g : 0, q232 -> q0
r : 1, q232 -> q236   # Call child 1

# State q233: pending=78, oldest_age=1
o : 0, q233 -> q234
g : 0, q233 -> q0
r : 1, q233 -> q237   # Call child 1

# State q234: pending=78, oldest_age=2
o : 0, q234 -> s
g : 0, q234 -> q0
r : 0, q234 -> s

# State q235: pending=79, oldest_age=0
o : 0, q235 -> q236
g : 0, q235 -> q0
r : 1, q235 -> q239   # Call child 1

# State q236: pending=79, oldest_age=1
o : 0, q236 -> q237
g : 0, q236 -> q0
r : 1, q236 -> q240   # Call child 1

# State q237: pending=79, oldest_age=2
o : 0, q237 -> s
g : 0, q237 -> q0
r : 0, q237 -> s

# State q238: pending=80, oldest_age=0
o : 0, q238 -> q239
g : 0, q238 -> q0
r : 1, q238 -> q242   # Call child 1

# State q239: pending=80, oldest_age=1
o : 0, q239 -> q240
g : 0, q239 -> q0
r : 1, q239 -> q243   # Call child 1

# State q240: pending=80, oldest_age=2
o : 0, q240 -> s
g : 0, q240 -> q0
r : 0, q240 -> s

# State q241: pending=81, oldest_age=0
o : 0, q241 -> q242
g : 0, q241 -> q0
r : 1, q241 -> q245   # Call child 1

# State q242: pending=81, oldest_age=1
o : 0, q242 -> q243
g : 0, q242 -> q0
r : 1, q242 -> q246   # Call child 1

# State q243: pending=81, oldest_age=2
o : 0, q243 -> s
g : 0, q243 -> q0
r : 0, q243 -> s

# State q244: pending=82, oldest_age=0
o : 0, q244 -> q245
g : 0, q244 -> q0
r : 1, q244 -> q248   # Call child 1

# State q245: pending=82, oldest_age=1
o : 0, q245 -> q246
g : 0, q245 -> q0
r : 1, q245 -> q249   # Call child 1

# State q246: pending=82, oldest_age=2
o : 0, q246 -> s
g : 0, q246 -> q0
r : 0, q246 -> s

# State q247: pending=83, oldest_age=0
o : 0, q247 -> q248
g : 0, q247 -> q0
r : 1, q247 -> q251   # Call child 1

# State q248: pending=83, oldest_age=1
o : 0, q248 -> q249
g : 0, q248 -> q0
r : 1, q248 -> q252   # Call child 1

# State q249: pending=83, oldest_age=2
o : 0, q249 -> s
g : 0, q249 -> q0
r : 0, q249 -> s

# State q250: pending=84, oldest_age=0
o : 0, q250 -> q251
g : 0, q250 -> q0
r : 1, q250 -> q254   # Call child 1

# State q251: pending=84, oldest_age=1
o : 0, q251 -> q252
g : 0, q251 -> q0
r : 1, q251 -> q255   # Call child 1

# State q252: pending=84, oldest_age=2
o : 0, q252 -> s
g : 0, q252 -> q0
r : 0, q252 -> s

# State q253: pending=85, oldest_age=0
o : 0, q253 -> q254
g : 0, q253 -> q0
r : 1, q253 -> q257   # Call child 1

# State q254: pending=85, oldest_age=1
o : 0, q254 -> q255
g : 0, q254 -> q0
r : 1, q254 -> q258   # Call child 1

# State q255: pending=85, oldest_age=2
o : 0, q255 -> s
g : 0, q255 -> q0
r : 0, q255 -> s

# State q256: pending=86, oldest_age=0
o : 0, q256 -> q257
g : 0, q256 -> q0
r : 1, q256 -> q260   # Call child 1

# State q257: pending=86, oldest_age=1
o : 0, q257 -> q258
g : 0, q257 -> q0
r : 1, q257 -> q261   # Call child 1

# State q258: pending=86, oldest_age=2
o : 0, q258 -> s
g : 0, q258 -> q0
r : 0, q258 -> s

# State q259: pending=87, oldest_age=0
o : 0, q259 -> q260
g : 0, q259 -> q0
r : 1, q259 -> q263   # Call child 1

# State q260: pending=87, oldest_age=1
o : 0, q260 -> q261
g : 0, q260 -> q0
r : 1, q260 -> q264   # Call child 1

# State q261: pending=87, oldest_age=2
o : 0, q261 -> s
g : 0, q261 -> q0
r : 0, q261 -> s

# State q262: pending=88, oldest_age=0
o : 0, q262 -> q263
g : 0, q262 -> q0
r : 1, q262 -> q266   # Call child 1

# State q263: pending=88, oldest_age=1
o : 0, q263 -> q264
g : 0, q263 -> q0
r : 1, q263 -> q267   # Call child 1

# State q264: pending=88, oldest_age=2
o : 0, q264 -> s
g : 0, q264 -> q0
r : 0, q264 -> s

# State q265: pending=89, oldest_age=0
o : 0, q265 -> q266
g : 0, q265 -> q0
r : 1, q265 -> q269   # Call child 1

# State q266: pending=89, oldest_age=1
o : 0, q266 -> q267
g : 0, q266 -> q0
r : 1, q266 -> q270   # Call child 1

# State q267: pending=89, oldest_age=2
o : 0, q267 -> s
g : 0, q267 -> q0
r : 0, q267 -> s

# State q268: pending=90, oldest_age=0
o : 0, q268 -> q269
g : 0, q268 -> q0
r : 1, q268 -> q272   # Call child 1

# State q269: pending=90, oldest_age=1
o : 0, q269 -> q270
g : 0, q269 -> q0
r : 1, q269 -> q273   # Call child 1

# State q270: pending=90, oldest_age=2
o : 0, q270 -> s
g : 0, q270 -> q0
r : 0, q270 -> s

# State q271: pending=91, oldest_age=0
o : 0, q271 -> q272
g : 0, q271 -> q0
r : 1, q271 -> q275   # Call child 1

# State q272: pending=91, oldest_age=1
o : 0, q272 -> q273
g : 0, q272 -> q0
r : 1, q272 -> q276   # Call child 1

# State q273: pending=91, oldest_age=2
o : 0, q273 -> s
g : 0, q273 -> q0
r : 0, q273 -> s

# State q274: pending=92, oldest_age=0
o : 0, q274 -> q275
g : 0, q274 -> q0
r : 1, q274 -> q278   # Call child 1

# State q275: pending=92, oldest_age=1
o : 0, q275 -> q276
g : 0, q275 -> q0
r : 1, q275 -> q279   # Call child 1

# State q276: pending=92, oldest_age=2
o : 0, q276 -> s
g : 0, q276 -> q0
r : 0, q276 -> s

# State q277: pending=93, oldest_age=0
o : 0, q277 -> q278
g : 0, q277 -> q0
r : 1, q277 -> q281   # Call child 1

# State q278: pending=93, oldest_age=1
o : 0, q278 -> q279
g : 0, q278 -> q0
r : 1, q278 -> q282   # Call child 1

# State q279: pending=93, oldest_age=2
o : 0, q279 -> s
g : 0, q279 -> q0
r : 0, q279 -> s

# State q280: pending=94, oldest_age=0
o : 0, q280 -> q281
g : 0, q280 -> q0
r : 1, q280 -> q284   # Call child 1

# State q281: pending=94, oldest_age=1
o : 0, q281 -> q282
g : 0, q281 -> q0
r : 1, q281 -> q285   # Call child 1

# State q282: pending=94, oldest_age=2
o : 0, q282 -> s
g : 0, q282 -> q0
r : 0, q282 -> s

# State q283: pending=95, oldest_age=0
o : 0, q283 -> q284
g : 0, q283 -> q0
r : 1, q283 -> q287   # Call child 1

# State q284: pending=95, oldest_age=1
o : 0, q284 -> q285
g : 0, q284 -> q0
r : 1, q284 -> q288   # Call child 1

# State q285: pending=95, oldest_age=2
o : 0, q285 -> s
g : 0, q285 -> q0
r : 0, q285 -> s

# State q286: pending=96, oldest_age=0
o : 0, q286 -> q287
g : 0, q286 -> q0
r : 1, q286 -> q290   # Call child 1

# State q287: pending=96, oldest_age=1
o : 0, q287 -> q288
g : 0, q287 -> q0
r : 1, q287 -> q291   # Call child 1

# State q288: pending=96, oldest_age=2
o : 0, q288 -> s
g : 0, q288 -> q0
r : 0, q288 -> s

# State q289: pending=97, oldest_age=0
o : 0, q289 -> q290
g : 0, q289 -> q0
r : 1, q289 -> q293   # Call child 1

# State q290: pending=97, oldest_age=1
o : 0, q290 -> q291
g : 0, q290 -> q0
r : 1, q290 -> q294   # Call child 1

# State q291: pending=97, oldest_age=2
o : 0, q291 -> s
g : 0, q291 -> q0
r : 0, q291 -> s

# State q292: pending=98, oldest_age=0
o : 0, q292 -> q293
g : 0, q292 -> q0
r : 1, q292 -> q296   # Call child 1

# State q293: pending=98, oldest_age=1
o : 0, q293 -> q294
g : 0, q293 -> q0
r : 1, q293 -> q297   # Call child 1

# State q294: pending=98, oldest_age=2
o : 0, q294 -> s
g : 0, q294 -> q0
r : 0, q294 -> s

# State q295: pending=99, oldest_age=0
o : 0, q295 -> q296
g : 0, q295 -> q0
r : 1, q295 -> q299   # Call child 1

# State q296: pending=99, oldest_age=1
o : 0, q296 -> q297
g : 0, q296 -> q0
r : 1, q296 -> q300   # Call child 1

# State q297: pending=99, oldest_age=2
o : 0, q297 -> s
g : 0, q297 -> q0
r : 0, q297 -> s

# State q298: pending=100, oldest_age=0
o : 0, q298 -> q299
g : 0, q298 -> q0
r : 1, q298 -> q302   # Call child 1

# State q299: pending=100, oldest_age=1
o : 0, q299 -> q300
g : 0, q299 -> q0
r : 1, q299 -> q303   # Call child 1

# State q300: pending=100, oldest_age=2
o : 0, q300 -> s
g : 0, q300 -> q0
r : 0, q300 -> s

# State q301: pending=101, oldest_age=0
o : 0, q301 -> q302
g : 0, q301 -> q0
r : 1, q301 -> q305   # Call child 1

# State q302: pending=101, oldest_age=1
o : 0, q302 -> q303
g : 0, q302 -> q0
r : 1, q302 -> q306   # Call child 1

# State q303: pending=101, oldest_age=2
o : 0, q303 -> s
g : 0, q303 -> q0
r : 0, q303 -> s

# State q304: pending=102, oldest_age=0
o : 0, q304 -> q305
g : 0, q304 -> q0
r : 1, q304 -> q308   # Call child 1

# State q305: pending=102, oldest_age=1
o : 0, q305 -> q306
g : 0, q305 -> q0
r : 1, q305 -> q309   # Call child 1

# State q306: pending=102, oldest_age=2
o : 0, q306 -> s
g : 0, q306 -> q0
r : 0, q306 -> s

# State q307: pending=103, oldest_age=0
o : 0, q307 -> q308
g : 0, q307 -> q0
r : 1, q307 -> q311   # Call child 1

# State q308: pending=103, oldest_age=1
o : 0, q308 -> q309
g : 0, q308 -> q0
r : 1, q308 -> q312   # Call child 1

# State q309: pending=103, oldest_age=2
o : 0, q309 -> s
g : 0, q309 -> q0
r : 0, q309 -> s

# State q310: pending=104, oldest_age=0
o : 0, q310 -> q311
g : 0, q310 -> q0
r : 1, q310 -> q314   # Call child 1

# State q311: pending=104, oldest_age=1
o : 0, q311 -> q312
g : 0, q311 -> q0
r : 1, q311 -> q315   # Call child 1

# State q312: pending=104, oldest_age=2
o : 0, q312 -> s
g : 0, q312 -> q0
r : 0, q312 -> s

# State q313: pending=105, oldest_age=0
o : 0, q313 -> q314
g : 0, q313 -> q0
r : 1, q313 -> q317   # Call child 1

# State q314: pending=105, oldest_age=1
o : 0, q314 -> q315
g : 0, q314 -> q0
r : 1, q314 -> q318   # Call child 1

# State q315: pending=105, oldest_age=2
o : 0, q315 -> s
g : 0, q315 -> q0
r : 0, q315 -> s

# State q316: pending=106, oldest_age=0
o : 0, q316 -> q317
g : 0, q316 -> q0
r : 1, q316 -> q320   # Call child 1

# State q317: pending=106, oldest_age=1
o : 0, q317 -> q318
g : 0, q317 -> q0
r : 1, q317 -> q321   # Call child 1

# State q318: pending=106, oldest_age=2
o : 0, q318 -> s
g : 0, q318 -> q0
r : 0, q318 -> s

# State q319: pending=107, oldest_age=0
o : 0, q319 -> q320
g : 0, q319 -> q0
r : 1, q319 -> q323   # Call child 1

# State q320: pending=107, oldest_age=1
o : 0, q320 -> q321
g : 0, q320 -> q0
r : 1, q320 -> q324   # Call child 1

# State q321: pending=107, oldest_age=2
o : 0, q321 -> s
g : 0, q321 -> q0
r : 0, q321 -> s

# State q322: pending=108, oldest_age=0
o : 0, q322 -> q323
g : 0, q322 -> q0
r : 1, q322 -> q326   # Call child 1

# State q323: pending=108, oldest_age=1
o : 0, q323 -> q324
g : 0, q323 -> q0
r : 1, q323 -> q327   # Call child 1

# State q324: pending=108, oldest_age=2
o : 0, q324 -> s
g : 0, q324 -> q0
r : 0, q324 -> s

# State q325: pending=109, oldest_age=0
o : 0, q325 -> q326
g : 0, q325 -> q0
r : 1, q325 -> q329   # Call child 1

# State q326: pending=109, oldest_age=1
o : 0, q326 -> q327
g : 0, q326 -> q0
r : 1, q326 -> q330   # Call child 1

# State q327: pending=109, oldest_age=2
o : 0, q327 -> s
g : 0, q327 -> q0
r : 0, q327 -> s

# State q328: pending=110, oldest_age=0
o : 0, q328 -> q329
g : 0, q328 -> q0
r : 1, q328 -> q332   # Call child 1

# State q329: pending=110, oldest_age=1
o : 0, q329 -> q330
g : 0, q329 -> q0
r : 1, q329 -> q333   # Call child 1

# State q330: pending=110, oldest_age=2
o : 0, q330 -> s
g : 0, q330 -> q0
r : 0, q330 -> s

# State q331: pending=111, oldest_age=0
o : 0, q331 -> q332
g : 0, q331 -> q0
r : 1, q331 -> q335   # Call child 1

# State q332: pending=111, oldest_age=1
o : 0, q332 -> q333
g : 0, q332 -> q0
r : 1, q332 -> q336   # Call child 1

# State q333: pending=111, oldest_age=2
o : 0, q333 -> s
g : 0, q333 -> q0
r : 0, q333 -> s

# State q334: pending=112, oldest_age=0
o : 0, q334 -> q335
g : 0, q334 -> q0
r : 1, q334 -> q338   # Call child 1

# State q335: pending=112, oldest_age=1
o : 0, q335 -> q336
g : 0, q335 -> q0
r : 1, q335 -> q339   # Call child 1

# State q336: pending=112, oldest_age=2
o : 0, q336 -> s
g : 0, q336 -> q0
r : 0, q336 -> s

# State q337: pending=113, oldest_age=0
o : 0, q337 -> q338
g : 0, q337 -> q0
r : 1, q337 -> q341   # Call child 1

# State q338: pending=113, oldest_age=1
o : 0, q338 -> q339
g : 0, q338 -> q0
r : 1, q338 -> q342   # Call child 1

# State q339: pending=113, oldest_age=2
o : 0, q339 -> s
g : 0, q339 -> q0
r : 0, q339 -> s

# State q340: pending=114, oldest_age=0
o : 0, q340 -> q341
g : 0, q340 -> q0
r : 1, q340 -> q344   # Call child 1

# State q341: pending=114, oldest_age=1
o : 0, q341 -> q342
g : 0, q341 -> q0
r : 1, q341 -> q345   # Call child 1

# State q342: pending=114, oldest_age=2
o : 0, q342 -> s
g : 0, q342 -> q0
r : 0, q342 -> s

# State q343: pending=115, oldest_age=0
o : 0, q343 -> q344
g : 0, q343 -> q0
r : 1, q343 -> q347   # Call child 1

# State q344: pending=115, oldest_age=1
o : 0, q344 -> q345
g : 0, q344 -> q0
r : 1, q344 -> q348   # Call child 1

# State q345: pending=115, oldest_age=2
o : 0, q345 -> s
g : 0, q345 -> q0
r : 0, q345 -> s

# State q346: pending=116, oldest_age=0
o : 0, q346 -> q347
g : 0, q346 -> q0
r : 1, q346 -> q350   # Call child 1

# State q347: pending=116, oldest_age=1
o : 0, q347 -> q348
g : 0, q347 -> q0
r : 1, q347 -> q351   # Call child 1

# State q348: pending=116, oldest_age=2
o : 0, q348 -> s
g : 0, q348 -> q0
r : 0, q348 -> s

# State q349: pending=117, oldest_age=0
o : 0, q349 -> q350
g : 0, q349 -> q0
r : 1, q349 -> q353   # Call child 1

# State q350: pending=117, oldest_age=1
o : 0, q350 -> q351
g : 0, q350 -> q0
r : 1, q350 -> q354   # Call child 1

# State q351: pending=117, oldest_age=2
o : 0, q351 -> s
g : 0, q351 -> q0
r : 0, q351 -> s

# State q352: pending=118, oldest_age=0
o : 0, q352 -> q353
g : 0, q352 -> q0
r : 1, q352 -> q356   # Call child 1

# State q353: pending=118, oldest_age=1
o : 0, q353 -> q354
g : 0, q353 -> q0
r : 1, q353 -> q357   # Call child 1

# State q354: pending=118, oldest_age=2
o : 0, q354 -> s
g : 0, q354 -> q0
r : 0, q354 -> s

# State q355: pending=119, oldest_age=0
o : 0, q355 -> q356
g : 0, q355 -> q0
r : 1, q355 -> q359   # Call child 1

# State q356: pending=119, oldest_age=1
o : 0, q356 -> q357
g : 0, q356 -> q0
r : 1, q356 -> q360   # Call child 1

# State q357: pending=119, oldest_age=2
o : 0, q357 -> s
g : 0, q357 -> q0
r : 0, q357 -> s

# State q358: pending=120, oldest_age=0
o : 0, q358 -> q359
g : 0, q358 -> q0
r : 1, q358 -> q362   # Call child 1

# State q359: pending=120, oldest_age=1
o : 0, q359 -> q360
g : 0, q359 -> q0
r : 1, q359 -> q363   # Call child 1

# State q360: pending=120, oldest_age=2
o : 0, q360 -> s
g : 0, q360 -> q0
r : 0, q360 -> s

# State q361: pending=121, oldest_age=0
o : 0, q361 -> q362
g : 0, q361 -> q0
r : 1, q361 -> q365   # Call child 1

# State q362: pending=121, oldest_age=1
o : 0, q362 -> q363
g : 0, q362 -> q0
r : 1, q362 -> q366   # Call child 1

# State q363: pending=121, oldest_age=2
o : 0, q363 -> s
g : 0, q363 -> q0
r : 0, q363 -> s

# State q364: pending=122, oldest_age=0
o : 0, q364 -> q365
g : 0, q364 -> q0
r : 1, q364 -> q368   # Call child 1

# State q365: pending=122, oldest_age=1
o : 0, q365 -> q366
g : 0, q365 -> q0
r : 1, q365 -> q369   # Call child 1

# State q366: pending=122, oldest_age=2
o : 0, q366 -> s
g : 0, q366 -> q0
r : 0, q366 -> s

# State q367: pending=123, oldest_age=0
o : 0, q367 -> q368
g : 0, q367 -> q0
r : 1, q367 -> q371   # Call child 1

# State q368: pending=123, oldest_age=1
o : 0, q368 -> q369
g : 0, q368 -> q0
r : 1, q368 -> q372   # Call child 1

# State q369: pending=123, oldest_age=2
o : 0, q369 -> s
g : 0, q369 -> q0
r : 0, q369 -> s

# State q370: pending=124, oldest_age=0
o : 0, q370 -> q371
g : 0, q370 -> q0
r : 1, q370 -> q374   # Call child 1

# State q371: pending=124, oldest_age=1
o : 0, q371 -> q372
g : 0, q371 -> q0
r : 1, q371 -> q375   # Call child 1

# State q372: pending=124, oldest_age=2
o : 0, q372 -> s
g : 0, q372 -> q0
r : 0, q372 -> s

# State q373: pending=125, oldest_age=0
o : 0, q373 -> q374
g : 0, q373 -> q0
r : 1, q373 -> q377   # Call child 1

# State q374: pending=125, oldest_age=1
o : 0, q374 -> q375
g : 0, q374 -> q0
r : 1, q374 -> q378   # Call child 1

# State q375: pending=125, oldest_age=2
o : 0, q375 -> s
g : 0, q375 -> q0
r : 0, q375 -> s

# State q376: pending=126, oldest_age=0
o : 0, q376 -> q377
g : 0, q376 -> q0
r : 1, q376 -> q380   # Call child 1

# State q377: pending=126, oldest_age=1
o : 0, q377 -> q378
g : 0, q377 -> q0
r : 1, q377 -> q381   # Call child 1

# State q378: pending=126, oldest_age=2
o : 0, q378 -> s
g : 0, q378 -> q0
r : 0, q378 -> s

# State q379: pending=127, oldest_age=0
o : 0, q379 -> q380
g : 0, q379 -> q0
r : 1, q379 -> q383   # Call child 1

# State q380: pending=127, oldest_age=1
o : 0, q380 -> q381
g : 0, q380 -> q0
r : 1, q380 -> q384   # Call child 1

# State q381: pending=127, oldest_age=2
o : 0, q381 -> s
g : 0, q381 -> q0
r : 0, q381 -> s

# State q382: pending=128, oldest_age=0
o : 0, q382 -> q383
g : 0, q382 -> q0
r : 0, q382 -> s

# State q383: pending=128, oldest_age=1
o : 0, q383 -> q384
g : 0, q383 -> q0
r : 0, q383 -> s

# State q384: pending=128, oldest_age=2
o : 0, q384 -> s
g : 0, q384 -> q0
r : 0, q384 -> s

# Sink state s: violation detected
o : 0, s -> s
g : 0, s -> s
r : 0, s -> s

@CHILD 0
# Silent/dummy child used by weight-0 parent edges.

@CHILD 1
# Response-time tracking child
# Counts steps (r or o) until a 'g' is seen, then accepts.
final: s1

r : 1, s0 -> s0   # increment count on request
o : 1, s0 -> s0   # increment count on other
g : 0, s0 -> s1   # grant seen, accept
